Vardas         Pavarde        Galutinis (Vid.)  Galutinis (Med.)  
Vardas2494     Pavarde2494    5.32              5.00              
Vardas3564     Pavarde3564    5.32              7.00              
Vardas8763     Pavarde8763    5.32              4.00              
Vardas1313     Pavarde1313    5.32              6.00              
Vardas5252     Pavarde5252    5.32              6.00              
Vardas5229     Pavarde5229    5.32              6.00              
Vardas6735     Pavarde6735    5.32              7.00              
Vardas3729     Pavarde3729    5.32              6.00              
Vardas5196     Pavarde5196    5.32              5.00              
Vardas7943     Pavarde7943    5.32              6.00              
Vardas3449     Pavarde3449    5.32              6.00              
Vardas6050     Pavarde6050    5.32              7.00              
Vardas3129     Pavarde3129    5.28              8.00              
Vardas508      Pavarde508     5.28              8.00              
Vardas4595     Pavarde4595    5.28              7.00              
Vardas5246     Pavarde5246    5.28              8.00              
Vardas8898     Pavarde8898    5.28              8.00              
Vardas9253     Pavarde9253    5.28              8.00              
Vardas6527     Pavarde6527    5.28              7.00              
Vardas3200     Pavarde3200    5.28              7.00              
Vardas6098     Pavarde6098    5.28              6.00              
Vardas2966     Pavarde2966    5.28              7.00              
Vardas3203     Pavarde3203    5.28              7.00              
Vardas180      Pavarde180     5.28              8.00              
Vardas2990     Pavarde2990    5.28              8.00              
Vardas67       Pavarde67      5.28              9.00              
Vardas6695     Pavarde6695    5.28              8.00              
Vardas3049     Pavarde3049    5.28              7.00              
Vardas9888     Pavarde9888    5.28              9.00              
Vardas2317     Pavarde2317    5.28              9.00              
Vardas4278     Pavarde4278    5.28              7.00              
Vardas3412     Pavarde3412    5.28              7.00              
Vardas904      Pavarde904     5.28              7.00              
Vardas6843     Pavarde6843    5.28              8.00              
Vardas7551     Pavarde7551    5.28              8.00              
Vardas2899     Pavarde2899    5.28              9.00              
Vardas774      Pavarde774     5.28              8.00              
Vardas5584     Pavarde5584    5.28              4.00              
Vardas7408     Pavarde7408    5.28              2.00              
Vardas1061     Pavarde1061    5.28              3.00              
Vardas9049     Pavarde9049    5.28              3.00              
Vardas2130     Pavarde2130    5.28              3.00              
Vardas7926     Pavarde7926    5.28              4.00              
Vardas2105     Pavarde2105    5.28              4.00              
Vardas6812     Pavarde6812    5.28              3.00              
Vardas2613     Pavarde2613    5.28              4.00              
Vardas365      Pavarde365     5.28              5.00              
Vardas3943     Pavarde3943    5.28              4.00              
Vardas6665     Pavarde6665    5.28              3.00              
Vardas4424     Pavarde4424    5.28              3.00              
Vardas8202     Pavarde8202    5.28              2.00              
Vardas8104     Pavarde8104    5.28              4.00              
Vardas1434     Pavarde1434    5.28              5.00              
Vardas6354     Pavarde6354    5.28              4.00              
Vardas5352     Pavarde5352    5.28              3.00              
Vardas9767     Pavarde9767    5.28              3.00              
Vardas9299     Pavarde9299    5.28              5.00              
Vardas708      Pavarde708     5.28              4.00              
Vardas4914     Pavarde4914    5.28              3.00              
Vardas9138     Pavarde9138    5.28              4.00              
Vardas7109     Pavarde7109    5.28              2.00              
Vardas203      Pavarde203     5.28              5.00              
Vardas4848     Pavarde4848    5.28              5.00              
Vardas8837     Pavarde8837    5.28              3.00              
Vardas853      Pavarde853     5.28              4.00              
Vardas3338     Pavarde3338    5.28              4.00              
Vardas1872     Pavarde1872    5.28              2.00              
Vardas6662     Pavarde6662    5.28              4.00              
Vardas9577     Pavarde9577    5.28              4.00              
Vardas6586     Pavarde6586    5.28              3.00              
Vardas7502     Pavarde7502    5.24              5.00              
Vardas4392     Pavarde4392    5.24              5.00              
Vardas5527     Pavarde5527    5.24              6.00              
Vardas8319     Pavarde8319    5.24              6.00              
Vardas8029     Pavarde8029    5.24              7.00              
Vardas2656     Pavarde2656    5.24              6.00              
Vardas6275     Pavarde6275    5.24              4.00              
Vardas4881     Pavarde4881    5.24              5.00              
Vardas4284     Pavarde4284    5.24              5.00              
Vardas883      Pavarde883     5.24              7.00              
Vardas1082     Pavarde1082    5.24              9.00              
Vardas9338     Pavarde9338    5.24              5.00              
Vardas9845     Pavarde9845    5.24              5.00              
Vardas7534     Pavarde7534    5.24              6.00              
Vardas2115     Pavarde2115    5.24              4.00              
Vardas1964     Pavarde1964    5.24              6.00              
Vardas9936     Pavarde9936    5.24              5.00              
